saldo_corrente,duracao_emp_meses,historico_credito,motivo,quantia,saldo_poupanca,tempo_empregado,porcentagem_renda,anos_residencia,idade,outro_credito,residencia,qtd_emprestimos_existentes,emprego,dependentes,telefone,inadimplente
< 0 DM,24.0,muito bom,moveis/eletrodomesticos,1546,< 100 DM,4 - 7 anos,4.0,4.0,24,banco,alugada,1,nao-qualificado,1,nao,sim
> 200 DM,6.0,ruim,moveis/eletrodomesticos,683,< 100 DM,< 1 ano,2.0,1.0,29,banco,propria,1,qualificado,1,nao,nao
1 - 200 DM,36.0,bom,carro,12389,desconhecido,1 - 4 anos,1.0,4.0,37,nenhum,outros,1,qualificado,1,sim,sim
1 - 200 DM,24.0,ruim,negocios,4712,desconhecido,1 - 4 anos,4.0,2.0,37,banco,propria,2,gerencial,1,sim,nao
1 - 200 DM,24.0,ruim,moveis/eletrodomesticos,1553,100 - 500 DM,4 - 7 anos,3.0,2.0,23,nenhum,alugada,2,qualificado,1,sim,nao
< 0 DM,12.0,bom,carro,1372,< 100 DM,4 - 7 anos,2.0,3.0,36,nenhum,propria,1,qualificado,1,nao,sim
desconhecido,24.0,critico,moveis/eletrodomesticos,2578,> 1000 DM,> 7 anos,2.0,2.0,34,nenhum,propria,1,qualificado,1,nao,nao
1 - 200 DM,48.0,bom,moveis/eletrodomesticos,3979,desconhecido,4 - 7 anos,4.0,1.0,41,nenhum,propria,2,qualificado,2,sim,nao
< 0 DM,48.0,bom,moveis/eletrodomesticos,6758,< 100 DM,1 - 4 anos,3.0,2.0,31,nenhum,propria,1,qualificado,1,sim,sim
< 0 DM,24.0,bom,moveis/eletrodomesticos,3234,< 100 DM,< 1 ano,4.0,4.0,23,nenhum,alugada,1,nao-qualificado,1,sim,sim
desconhecido,30.0,critico,moveis/eletrodomesticos,5954,< 100 DM,4 - 7 anos,3.0,2.0,38,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,24.0,bom,carro,5433,desconhecido,desempregado,2.0,4.0,26,nenhum,alugada,1,gerencial,1,sim,nao
< 0 DM,15.0,bom,negocios,806,< 100 DM,1 - 4 anos,4.0,4.0,22,nenhum,propria,1,nao-qualificado,1,nao,nao
1 - 200 DM,9.0,bom,moveis/eletrodomesticos,1082,< 100 DM,> 7 anos,4.0,4.0,27,nenhum,propria,2,nao-qualificado,1,nao,nao
desconhecido,15.0,critico,moveis/eletrodomesticos,2788,< 100 DM,4 - 7 anos,2.0,3.0,24,banco,propria,2,qualificado,1,nao,nao
1 - 200 DM,12.0,bom,moveis/eletrodomesticos,2930,< 100 DM,4 - 7 anos,2.0,1.0,27,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,24.0,critico,educacao,1927,desconhecido,1 - 4 anos,3.0,2.0,33,nenhum,propria,2,qualificado,1,sim,nao
1 - 200 DM,36.0,critico,carro,2820,< 100 DM,< 1 ano,4.0,4.0,27,nenhum,propria,2,qualificado,1,nao,sim
desconhecido,24.0,bom,educacao,937,< 100 DM,< 1 ano,4.0,3.0,27,nenhum,propria,2,nao-qualificado,1,nao,nao
1 - 200 DM,18.0,critico,carro,1056,< 100 DM,> 7 anos,3.0,3.0,30,banco,propria,2,qualificado,1,nao,sim
1 - 200 DM,12.0,critico,carro,3124,< 100 DM,< 1 ano,1.0,3.0,49,banco,propria,2,nao-qualificado,2,nao,nao
desconhecido,9.0,bom,moveis/eletrodomesticos,1388,< 100 DM,1 - 4 anos,4.0,2.0,26,nenhum,alugada,1,qualificado,1,nao,nao
1 - 200 DM,36.0,bom,renovacao,2384,< 100 DM,< 1 ano,4.0,1.0,33,nenhum,alugada,1,nao-qualificado,1,nao,sim
desconhecido,12.0,bom,carro,2133,desconhecido,> 7 anos,4.0,4.0,52,nenhum,outros,1,gerencial,1,sim,nao
< 0 DM,18.0,bom,moveis/eletrodomesticos,2039,< 100 DM,1 - 4 anos,1.0,4.0,20,banco,alugada,1,qualificado,1,nao,sim
< 0 DM,9.0,critico,carro,2799,< 100 DM,1 - 4 anos,2.0,2.0,36,nenhum,alugada,2,qualificado,2,nao,nao
< 0 DM,12.0,bom,moveis/eletrodomesticos,1289,< 100 DM,1 - 4 anos,4.0,1.0,21,nenhum,propria,1,nao-qualificado,1,nao,nao
< 0 DM,18.0,bom,moveis/eletrodomesticos,1217,< 100 DM,1 - 4 anos,4.0,3.0,47,nenhum,propria,1,nao-qualificado,1,sim,sim
< 0 DM,12.0,critico,moveis/eletrodomesticos,2246,< 100 DM,> 7 anos,3.0,3.0,60,nenhum,propria,2,qualificado,1,nao,sim
< 0 DM,12.0,critico,moveis/eletrodomesticos,385,< 100 DM,4 - 7 anos,4.0,3.0,58,nenhum,propria,4,nao-qualificado,1,sim,nao
1 - 200 DM,24.0,ruim,carro,1965,desconhecido,1 - 4 anos,4.0,4.0,42,nenhum,alugada,2,qualificado,1,sim,nao
desconhecido,21.0,bom,negocios,1572,> 1000 DM,> 7 anos,4.0,4.0,36,banco,propria,1,nao-qualificado,1,nao,nao
1 - 200 DM,24.0,bom,carro,2718,< 100 DM,1 - 4 anos,3.0,4.0,20,nenhum,alugada,1,nao-qualificado,1,sim,sim
< 0 DM,24.0,muito bom,carr0,1358,desconhecido,> 7 anos,4.0,3.0,40,loja,propria,1,gerencial,1,sim,sim
1 - 200 DM,6.0,muito bom,carro,931,100 - 500 DM,< 1 ano,1.0,1.0,32,loja,propria,1,nao-qualificado,1,nao,sim
< 0 DM,24.0,bom,carro,1442,< 100 DM,4 - 7 anos,4.0,4.0,23,nenhum,alugada,2,qualificado,1,nao,sim
1 - 200 DM,24.0,perfeito,negocios,4241,< 100 DM,1 - 4 anos,1.0,4.0,36,nenhum,propria,3,nao-qualificado,1,sim,sim
desconhecido,18.0,critico,carro,2775,< 100 DM,4 - 7 anos,2.0,2.0,31,banco,propria,2,qualificado,1,nao,sim
desconhecido,24.0,ruim,negocios,3863,< 100 DM,1 - 4 anos,1.0,2.0,32,nenhum,outros,1,qualificado,1,nao,nao
1 - 200 DM,7.0,bom,moveis/eletrodomesticos,2329,< 100 DM,< 1 ano,1.0,1.0,45,nenhum,propria,1,qualificado,1,nao,nao
1 - 200 DM,9.0,bom,moveis/eletrodomesticos,918,< 100 DM,1 - 4 anos,4.0,1.0,30,nenhum,propria,1,qualificado,1,nao,sim
1 - 200 DM,24.0,muito bom,educacao,1837,< 100 DM,4 - 7 anos,4.0,4.0,34,banco,outros,1,nao-qualificado,1,nao,sim
desconhecido,36.0,bom,moveis/eletrodomesticos,3349,< 100 DM,1 - 4 anos,4.0,2.0,28,nenhum,propria,1,gerencial,1,sim,sim
> 200 DM,10.0,bom,moveis/eletrodomesticos,1275,< 100 DM,< 1 ano,4.0,2.0,23,nenhum,propria,1,qualificado,1,nao,nao
< 0 DM,24.0,muito bom,moveis/eletrodomesticos,2828,500 - 1000 DM,1 - 4 anos,4.0,4.0,22,loja,propria,1,qualificado,1,sim,nao
desconhecido,24.0,critico,negocios,4526,< 100 DM,1 - 4 anos,3.0,2.0,74,nenhum,propria,1,gerencial,1,sim,nao
1 - 200 DM,36.0,bom,moveis/eletrodomesticos,2671,100 - 500 DM,1 - 4 anos,4.0,4.0,50,nenhum,outros,1,qualificado,1,nao,sim
desconhecido,18.0,bom,moveis/eletrodomesticos,2051,< 100 DM,< 1 ano,4.0,1.0,33,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,15.0,bom,carro,1300,desconhecido,> 7 anos,4.0,4.0,45,banco,outros,1,qualificado,2,nao,nao
< 0 DM,12.0,bom,moveis/eletrodomesticos,741,100 - 500 DM,desempregado,4.0,3.0,22,nenhum,propria,1,qualificado,1,nao,sim
> 200 DM,10.0,bom,carro,1240,100 - 500 DM,> 7 anos,1.0,4.0,48,nenhum,outros,1,nao-qualificado,2,nao,sim
< 0 DM,21.0,bom,moveis/eletrodomesticos,3357,> 1000 DM,< 1 ano,4.0,2.0,29,banco,propria,1,qualificado,1,nao,nao
< 0 DM,24.0,muito bom,carro,3632,< 100 DM,1 - 4 anos,1.0,4.0,22,banco,alugada,1,qualificado,1,nao,nao
desconhecido,18.0,ruim,moveis/eletrodomesticos,1808,< 100 DM,4 - 7 anos,4.0,1.0,22,nenhum,propria,1,qualificado,1,nao,sim
1 - 200 DM,48.0,perfeito,negocios,12204,desconhecido,1 - 4 anos,2.0,2.0,48,banco,propria,1,gerencial,1,sim,nao
1 - 200 DM,60.0,ruim,moveis/eletrodomesticos,9157,desconhecido,1 - 4 anos,2.0,2.0,27,nenhum,outros,1,gerencial,1,nao,nao
< 0 DM,6.0,critico,carro,3676,< 100 DM,1 - 4 anos,1.0,3.0,37,nenhum,alugada,3,qualificado,2,nao,nao
1 - 200 DM,30.0,bom,moveis/eletrodomesticos,3441,100 - 500 DM,1 - 4 anos,2.0,4.0,21,nenhum,alugada,1,qualificado,1,nao,sim
desconhecido,12.0,bom,carro,640,< 100 DM,1 - 4 anos,4.0,2.0,49,nenhum,propria,1,nao-qualificado,1,nao,nao
1 - 200 DM,21.0,critico,negocios,3652,< 100 DM,4 - 7 anos,2.0,3.0,27,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,18.0,critico,carro,1530,< 100 DM,1 - 4 anos,3.0,2.0,32,banco,propria,2,qualificado,1,nao,sim
desconhecido,48.0,bom,negocios,3914,desconhecido,1 - 4 anos,4.0,2.0,38,banco,propria,1,qualificado,1,nao,sim
< 0 DM,12.0,bom,moveis/eletrodomesticos,1858,< 100 DM,< 1 ano,4.0,1.0,22,nenhum,alugada,1,qualificado,1,nao,nao
< 0 DM,18.0,bom,moveis/eletrodomesticos,2600,< 100 DM,1 - 4 anos,4.0,4.0,65,nenhum,outros,2,qualificado,1,nao,sim
desconhecido,15.0,bom,moveis/eletrodomesticos,1979,desconhecido,> 7 anos,4.0,2.0,35,nenhum,propria,1,qualificado,1,nao,nao
> 200 DM,6.0,bom,moveis/eletrodomesticos,2116,< 100 DM,1 - 4 anos,2.0,2.0,41,nenhum,propria,1,qualificado,1,sim,nao
1 - 200 DM,9.0,muito bom,carro,1437,100 - 500 DM,4 - 7 anos,2.0,3.0,29,nenhum,propria,1,qualificado,1,nao,sim
desconhecido,42.0,critico,moveis/eletrodomesticos,4042,500 - 1000 DM,1 - 4 anos,4.0,4.0,36,nenhum,propria,2,qualificado,1,sim,nao
desconhecido,9.0,bom,educacao,3832,desconhecido,> 7 anos,1.0,4.0,64,nenhum,propria,1,nao-qualificado,1,nao,nao
< 0 DM,24.0,bom,moveis/eletrodomesticos,3660,< 100 DM,1 - 4 anos,2.0,4.0,28,nenhum,propria,1,qualificado,1,nao,nao
< 0 DM,18.0,muito bom,moveis/eletrodomesticos,1553,< 100 DM,1 - 4 anos,4.0,3.0,44,banco,propria,1,qualificado,1,nao,sim
1 - 200 DM,15.0,bom,moveis/eletrodomesticos,1444,desconhecido,< 1 ano,4.0,1.0,23,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,9.0,bom,moveis/eletrodomesticos,1980,< 100 DM,< 1 ano,2.0,2.0,19,nenhum,alugada,2,qualificado,1,nao,sim
1 - 200 DM,24.0,bom,carro,1355,< 100 DM,< 1 ano,3.0,4.0,25,nenhum,propria,1,nao-qualificado,1,sim,sim
desconhecido,12.0,bom,educacao,1393,< 100 DM,> 7 anos,4.0,4.0,47,banco,propria,3,qualificado,2,sim,nao
desconhecido,24.0,bom,moveis/eletrodomesticos,1376,500 - 1000 DM,4 - 7 anos,4.0,1.0,28,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,60.0,ruim,moveis/eletrodomesticos,15653,< 100 DM,4 - 7 anos,2.0,4.0,21,nenhum,propria,2,qualificado,1,sim,nao
desconhecido,12.0,bom,moveis/eletrodomesticos,1493,< 100 DM,< 1 ano,4.0,3.0,34,nenhum,propria,1,qualificado,2,nao,nao
< 0 DM,42.0,ruim,moveis/eletrodomesticos,4370,< 100 DM,4 - 7 anos,3.0,2.0,26,banco,propria,2,qualificado,2,sim,sim
< 0 DM,18.0,bom,educacao,750,< 100 DM,desempregado,4.0,1.0,27,nenhum,propria,1,desempregado,1,nao,sim
1 - 200 DM,15.0,bom,renovacao,1308,< 100 DM,> 7 anos,4.0,4.0,38,nenhum,propria,2,nao-qualificado,1,nao,nao
desconhecido,15.0,bom,educacao,4623,100 - 500 DM,1 - 4 anos,3.0,2.0,40,nenhum,propria,1,gerencial,1,sim,sim
desconhecido,24.0,critico,moveis/eletrodomesticos,1851,< 100 DM,4 - 7 anos,4.0,2.0,33,nenhum,propria,2,qualificado,1,sim,nao
< 0 DM,18.0,critico,moveis/eletrodomesticos,1880,< 100 DM,4 - 7 anos,4.0,1.0,32,nenhum,propria,2,gerencial,1,sim,nao
desconhecido,36.0,ruim,negocios,7980,desconhecido,< 1 ano,4.0,4.0,27,nenhum,alugada,2,qualificado,1,sim,sim
< 0 DM,30.0,perfeito,moveis/eletrodomesticos,4583,< 100 DM,1 - 4 anos,2.0,2.0,32,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,12.0,bom,carro,1386,500 - 1000 DM,1 - 4 anos,2.0,2.0,26,nenhum,propria,1,qualificado,1,nao,sim
> 200 DM,24.0,bom,carro,947,< 100 DM,4 - 7 anos,4.0,3.0,38,banco,outros,1,qualificado,2,nao,sim
< 0 DM,12.0,bom,educacao,684,< 100 DM,1 - 4 anos,4.0,4.0,40,nenhum,alugada,1,nao-qualificado,2,nao,sim
< 0 DM,48.0,bom,educacao,7476,< 100 DM,4 - 7 anos,4.0,1.0,50,nenhum,outros,1,gerencial,1,sim,nao
1 - 200 DM,12.0,bom,moveis/eletrodomesticos,1922,< 100 DM,1 - 4 anos,4.0,2.0,37,nenhum,propria,1,nao-qualificado,1,nao,sim
< 0 DM,24.0,bom,carro,2303,< 100 DM,> 7 anos,4.0,1.0,45,nenhum,propria,1,qualificado,1,nao,sim
1 - 200 DM,36.0,ruim,carro,8086,100 - 500 DM,> 7 anos,2.0,4.0,42,nenhum,propria,4,gerencial,1,sim,sim
desconhecido,24.0,critico,carro,2346,< 100 DM,4 - 7 anos,4.0,3.0,35,nenhum,propria,2,qualificado,1,sim,nao
< 0 DM,14.0,bom,carro,3973,< 100 DM,desempregado,1.0,4.0,22,nenhum,outros,1,qualificado,1,nao,nao
1 - 200 DM,12.0,bom,carro,888,< 100 DM,> 7 anos,4.0,4.0,41,banco,propria,1,nao-qualificado,2,nao,sim
desconhecido,48.0,bom,moveis/eletrodomesticos,10222,desconhecido,4 - 7 anos,4.0,3.0,37,loja,propria,1,qualificado,1,sim,nao
1 - 200 DM,30.0,perfeito,negocios,4221,< 100 DM,1 - 4 anos,2.0,1.0,28,nenhum,propria,2,qualificado,1,nao,nao
1 - 200 DM,18.0,critico,moveis/eletrodomesticos,6361,< 100 DM,> 7 anos,2.0,1.0,41,nenhum,propria,1,qualificado,1,sim,nao
> 200 DM,12.0,bom,moveis/eletrodomesticos,1297,< 100 DM,1 - 4 anos,3.0,4.0,23,nenhum,alugada,1,qualificado,1,nao,nao
< 0 DM,12.0,bom,carro,900,desconhecido,1 - 4 anos,4.0,2.0,23,nenhum,propria,1,qualificado,1,nao,sim
desconhecido,21.0,bom,moveis/eletrodomesticos,2241,< 100 DM,> 7 anos,4.0,2.0,50,nenhum,propria,2,qualificado,1,nao,nao
1 - 200 DM,6.0,ruim,moveis/eletrodomesticos,1050,< 100 DM,desempregado,4.0,1.0,35,loja,propria,2,gerencial,1,sim,nao
> 200 DM,6.0,critico,educacao,1047,< 100 DM,1 - 4 anos,2.0,4.0,50,nenhum,propria,1,nao-qualificado,1,nao,nao
desconhecido,24.0,critico,carr0,6314,< 100 DM,desempregado,4.0,2.0,27,banco,propria,2,gerencial,1,sim,nao
1 - 200 DM,30.0,muito bom,moveis/eletrodomesticos,3496,> 1000 DM,1 - 4 anos,4.0,2.0,34,loja,propria,1,qualificado,2,sim,nao
desconhecido,48.0,muito bom,negocios,3609,< 100 DM,1 - 4 anos,1.0,1.0,27,loja,propria,1,qualificado,1,nao,nao
< 0 DM,12.0,critico,carro,4843,< 100 DM,> 7 anos,3.0,4.0,43,nenhum,alugada,2,qualificado,1,sim,sim
> 200 DM,30.0,critico,moveis/eletrodomesticos,3017,< 100 DM,> 7 anos,4.0,4.0,47,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,24.0,critico,negocios,4139,100 - 500 DM,1 - 4 anos,3.0,3.0,27,nenhum,propria,2,nao-qualificado,1,sim,nao
desconhecido,36.0,bom,negocios,5742,100 - 500 DM,4 - 7 anos,2.0,2.0,31,nenhum,propria,2,qualificado,1,sim,nao
desconhecido,60.0,bom,carro,10366,< 100 DM,> 7 anos,2.0,4.0,42,nenhum,propria,1,gerencial,1,sim,nao
desconhecido,6.0,critico,carro,2080,500 - 1000 DM,1 - 4 anos,1.0,2.0,24,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,21.0,ruim,negocios,2580,500 - 1000 DM,< 1 ano,4.0,2.0,41,banco,propria,1,nao-qualificado,2,nao,sim
desconhecido,30.0,critico,moveis/eletrodomesticos,4530,< 100 DM,4 - 7 anos,4.0,4.0,26,nenhum,alugada,1,gerencial,1,sim,nao
desconhecido,24.0,critico,moveis/eletrodomesticos,5150,< 100 DM,> 7 anos,4.0,4.0,33,nenhum,propria,1,qualificado,1,sim,nao
1 - 200 DM,72.0,bom,moveis/eletrodomesticos,5595,100 - 500 DM,1 - 4 anos,2.0,2.0,24,nenhum,propria,1,qualificado,1,nao,sim
< 0 DM,24.0,bom,moveis/eletrodomesticos,2384,< 100 DM,> 7 anos,4.0,4.0,64,banco,alugada,1,nao-qualificado,1,nao,nao
desconhecido,18.0,bom,moveis/eletrodomesticos,1453,< 100 DM,< 1 ano,3.0,1.0,26,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,6.0,bom,educacao,1538,< 100 DM,< 1 ano,1.0,2.0,56,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,12.0,bom,moveis/eletrodomesticos,2279,desconhecido,1 - 4 anos,4.0,4.0,37,nenhum,outros,1,qualificado,1,sim,nao
desconhecido,15.0,ruim,moveis/eletrodomesticos,1478,< 100 DM,1 - 4 anos,4.0,3.0,33,banco,propria,2,qualificado,1,nao,nao
desconhecido,24.0,critico,moveis/eletrodomesticos,5103,< 100 DM,< 1 ano,3.0,3.0,47,nenhum,outros,3,qualificado,1,sim,nao
1 - 200 DM,36.0,ruim,negocios,9857,100 - 500 DM,4 - 7 anos,1.0,3.0,31,nenhum,propria,2,nao-qualificado,2,sim,nao
desconhecido,60.0,bom,carro,6527,desconhecido,1 - 4 anos,4.0,4.0,34,nenhum,outros,1,qualificado,2,sim,nao
> 200 DM,10.0,critico,moveis/eletrodomesticos,1347,desconhecido,4 - 7 anos,4.0,2.0,27,nenhum,propria,2,qualificado,1,sim,nao
1 - 200 DM,36.0,ruim,carro,2862,100 - 500 DM,> 7 anos,4.0,3.0,30,nenhum,outros,1,qualificado,1,nao,nao
desconhecido,9.0,bom,moveis/eletrodomesticos,2753,100 - 500 DM,> 7 anos,3.0,4.0,35,nenhum,propria,1,qualificado,1,sim,nao
< 0 DM,12.0,bom,carro,3651,> 1000 DM,1 - 4 anos,1.0,3.0,31,nenhum,propria,1,qualificado,2,nao,nao
< 0 DM,15.0,critico,moveis/eletrodomesticos,975,< 100 DM,1 - 4 anos,2.0,3.0,25,nenhum,propria,2,qualificado,1,nao,nao
1 - 200 DM,15.0,bom,renovacao,2631,100 - 500 DM,1 - 4 anos,3.0,2.0,25,nenhum,propria,1,nao-qualificado,1,nao,nao
1 - 200 DM,24.0,bom,moveis/eletrodomesticos,2896,100 - 500 DM,< 1 ano,2.0,1.0,29,nenhum,propria,1,qualificado,1,nao,nao
< 0 DM,6.0,critico,carro,4716,desconhecido,< 1 ano,1.0,3.0,44,nenhum,propria,2,nao-qualificado,2,nao,nao
desconhecido,24.0,bom,moveis/eletrodomesticos,2284,< 100 DM,4 - 7 anos,4.0,2.0,28,nenhum,propria,1,qualificado,1,sim,nao
desconhecido,6.0,bom,carro,1236,500 - 1000 DM,1 - 4 anos,2.0,4.0,50,nenhum,alugada,1,qualificado,1,nao,nao
1 - 200 DM,12.0,bom,moveis/eletrodomesticos,1103,< 100 DM,4 - 7 anos,4.0,3.0,29,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,12.0,critico,carro,926,< 100 DM,desempregado,1.0,2.0,38,nenhum,propria,1,desempregado,1,nao,nao
desconhecido,18.0,critico,moveis/eletrodomesticos,1800,< 100 DM,1 - 4 anos,4.0,2.0,24,nenhum,propria,2,qualificado,1,nao,nao
> 200 DM,15.0,bom,educacao,1905,< 100 DM,> 7 anos,4.0,4.0,40,nenhum,alugada,1,gerencial,1,sim,nao
desconhecido,12.0,bom,moveis/eletrodomesticos,1123,500 - 1000 DM,1 - 4 anos,4.0,4.0,29,nenhum,alugada,1,nao-qualificado,1,nao,sim
< 0 DM,48.0,critico,carro,6331,< 100 DM,> 7 anos,4.0,4.0,46,nenhum,outros,2,qualificado,1,sim,sim
> 200 DM,24.0,bom,moveis/eletrodomesticos,1377,100 - 500 DM,> 7 anos,4.0,2.0,47,nenhum,outros,1,qualificado,1,sim,nao
1 - 200 DM,30.0,ruim,negocios,2503,100 - 500 DM,> 7 anos,4.0,2.0,41,loja,propria,2,qualificado,1,nao,nao
1 - 200 DM,27.0,bom,negocios,2528,< 100 DM,< 1 ano,4.0,1.0,32,nenhum,propria,1,qualificado,2,sim,nao
desconhecido,15.0,bom,carro,5324,500 - 1000 DM,> 7 anos,1.0,4.0,35,nenhum,outros,1,qualificado,1,nao,nao
1 - 200 DM,48.0,bom,carro,6560,100 - 500 DM,4 - 7 anos,3.0,2.0,24,nenhum,propria,1,qualificado,1,nao,sim
1 - 200 DM,12.0,perfeito,moveis/eletrodomesticos,2969,< 100 DM,< 1 ano,4.0,3.0,25,nenhum,alugada,2,qualificado,1,nao,sim
1 - 200 DM,9.0,bom,moveis/eletrodomesticos,1206,< 100 DM,> 7 anos,4.0,4.0,25,nenhum,propria,1,qualificado,1,nao,nao
1 - 200 DM,9.0,bom,moveis/eletrodomesticos,2118,< 100 DM,1 - 4 anos,2.0,2.0,37,nenhum,propria,1,nao-qualificado,2,nao,nao
desconhecido,18.0,critico,moveis/eletrodomesticos,629,500 - 1000 DM,> 7 anos,4.0,3.0,32,banco,propria,2,gerencial,1,sim,nao
< 0 DM,6.0,muito bom,educacao,1198,< 100 DM,> 7 anos,4.0,4.0,35,nenhum,outros,1,qualificado,1,nao,sim
desconhecido,21.0,bom,carro,2476,desconhecido,> 7 anos,4.0,4.0,46,nenhum,propria,1,gerencial,1,sim,nao
< 0 DM,9.0,critico,moveis/eletrodomesticos,1138,< 100 DM,1 - 4 anos,4.0,4.0,25,nenhum,propria,2,nao-qualificado,1,nao,nao
1 - 200 DM,60.0,bom,carro,14027,< 100 DM,4 - 7 anos,4.0,2.0,27,nenhum,propria,1,gerencial,1,sim,sim
desconhecido,30.0,critico,carro,7596,desconhecido,> 7 anos,1.0,4.0,63,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,30.0,critico,moveis/eletrodomesticos,3077,desconhecido,> 7 anos,3.0,2.0,40,nenhum,propria,2,qualificado,2,sim,nao
desconhecido,18.0,bom,moveis/eletrodomesticos,1505,< 100 DM,1 - 4 anos,4.0,2.0,32,nenhum,outros,1,gerencial,1,sim,nao
> 200 DM,24.0,critico,moveis/eletrodomesticos,3148,desconhecido,1 - 4 anos,3.0,2.0,31,nenhum,propria,2,qualificado,1,sim,nao
1 - 200 DM,20.0,perfeito,carro,6148,100 - 500 DM,> 7 anos,3.0,4.0,31,banco,propria,2,qualificado,1,sim,nao
> 200 DM,9.0,perfeito,moveis/eletrodomesticos,1337,< 100 DM,< 1 ano,4.0,2.0,34,nenhum,propria,2,gerencial,1,sim,sim
1 - 200 DM,6.0,muito bom,educacao,433,> 1000 DM,< 1 ano,4.0,2.0,24,banco,alugada,1,qualificado,2,nao,sim
< 0 DM,12.0,bom,carro,1228,< 100 DM,1 - 4 anos,4.0,2.0,24,nenhum,propria,1,nao-qualificado,1,nao,sim
1 - 200 DM,9.0,bom,moveis/eletrodomesticos,790,500 - 1000 DM,1 - 4 anos,4.0,3.0,66,nenhum,propria,1,nao-qualificado,1,nao,nao
desconhecido,27.0,bom,carro,2570,< 100 DM,1 - 4 anos,3.0,3.0,21,nenhum,alugada,1,qualificado,1,nao,sim
desconhecido,6.0,critico,carro,250,> 1000 DM,1 - 4 anos,2.0,2.0,41,banco,propria,2,nao-qualificado,1,nao,nao
desconhecido,15.0,critico,moveis/eletrodomesticos,1316,500 - 1000 DM,1 - 4 anos,2.0,2.0,47,nenhum,propria,2,nao-qualificado,1,nao,nao
< 0 DM,18.0,bom,moveis/eletrodomesticos,1882,< 100 DM,1 - 4 anos,4.0,4.0,25,banco,alugada,2,qualificado,1,nao,sim
1 - 200 DM,48.0,muito bom,negocios,6416,< 100 DM,> 7 anos,4.0,3.0,59,nenhum,alugada,1,qualificado,1,nao,sim
> 200 DM,24.0,critico,negocios,1275,> 1000 DM,1 - 4 anos,2.0,4.0,36,nenhum,propria,2,qualificado,1,sim,nao
1 - 200 DM,24.0,ruim,moveis/eletrodomesticos,6403,< 100 DM,< 1 ano,1.0,2.0,33,nenhum,propria,1,qualificado,1,nao,nao
< 0 DM,24.0,bom,moveis/eletrodomesticos,1987,< 100 DM,1 - 4 anos,2.0,4.0,21,nenhum,alugada,1,nao-qualificado,2,nao,sim
1 - 200 DM,8.0,bom,moveis/eletrodomesticos,760,< 100 DM,4 - 7 anos,4.0,2.0,44,nenhum,propria,1,nao-qualificado,1,nao,nao
desconhecido,24.0,bom,carro,2603,> 1000 DM,1 - 4 anos,2.0,4.0,28,nenhum,alugada,1,qualificado,1,sim,nao
desconhecido,4.0,critico,carro,3380,< 100 DM,4 - 7 anos,1.0,1.0,37,nenhum,propria,1,qualificado,2,nao,nao
1 - 200 DM,36.0,muito bom,moveis/eletrodomesticos,3990,desconhecido,< 1 ano,3.0,2.0,29,banco,propria,1,desempregado,1,nao,nao
1 - 200 DM,24.0,bom,carro,11560,< 100 DM,1 - 4 anos,1.0,4.0,23,nenhum,alugada,2,gerencial,1,nao,sim
< 0 DM,18.0,bom,carro,4380,100 - 500 DM,1 - 4 anos,3.0,4.0,35,nenhum,propria,1,nao-qualificado,2,sim,nao
desconhecido,6.0,critico,carro,6761,< 100 DM,4 - 7 anos,1.0,3.0,45,nenhum,propria,2,gerencial,2,sim,nao
1 - 200 DM,30.0,perfeito,negocios,4280,100 - 500 DM,1 - 4 anos,4.0,4.0,26,nenhum,alugada,2,nao-qualificado,1,nao,sim
< 0 DM,24.0,muito bom,carro,2325,100 - 500 DM,4 - 7 anos,2.0,3.0,32,banco,propria,1,qualificado,1,nao,nao
1 - 200 DM,10.0,muito bom,moveis/eletrodomesticos,1048,< 100 DM,1 - 4 anos,4.0,4.0,23,loja,propria,1,nao-qualificado,1,nao,nao
desconhecido,21.0,bom,moveis/eletrodomesticos,3160,desconhecido,> 7 anos,4.0,3.0,41,nenhum,propria,1,qualificado,1,sim,nao
< 0 DM,24.0,muito bom,moveis/eletrodomesticos,2483,500 - 1000 DM,1 - 4 anos,4.0,4.0,22,loja,propria,1,qualificado,1,sim,nao
< 0 DM,39.0,critico,moveis/eletrodomesticos,14179,desconhecido,4 - 7 anos,4.0,4.0,30,nenhum,propria,2,gerencial,1,sim,nao
< 0 DM,13.0,critico,negocios,1797,< 100 DM,< 1 ano,3.0,1.0,28,banco,propria,2,nao-qualificado,1,nao,nao
< 0 DM,15.0,bom,carro,2511,< 100 DM,desempregado,1.0,4.0,23,nenhum,alugada,1,qualificado,1,nao,nao
